,rst_name,menu_name,price,platform
11,카푸베어,메론파나나_여름 시즌 메뉴,"6,300원",1
12,카푸베어,플러피 버터 코코아_겨울 시즌메뉴,"6,300원",1
13,카푸베어,카페라떼_스페셜티,"4,800원",1
14,카푸베어,바닐라 라떼_스페셜티,"5,300원",1
15,카푸베어,카라멜 라떼_스페셜티,"5,300원",1
16,카푸베어,헤이즐넛 라떼,"5,300원",1
17,카푸베어,캐모마일,"4,300원",1
18,카푸베어,얼그레이,"4,300원",1
19,카푸베어,히비스커스,"4,300원",1
20,카푸베어,녹차,"4,300원",1
21,카푸베어,루이보스,"4,300원",1
0,최가커피,라테,"6,500원",1
1,최가커피,바닐라라떼,"6,500원",1
2,최가커피,딸기카푸치노,"6,500원",1
3,최가커피,디저트,"6,500원",1
4,최가커피,리필커피,0원,1
5,최가커피,리필 티,0원,1
6,최가커피,비엔나,"6,500원",1
7,최가커피,모카비엔나(카페모카),"6,500원",1
8,최가커피,스카치비엔나,"6,500원",1
9,최가커피,허브티-타바론社의 루이보스 빌베리,"6,500원",1
10,최가커피,블랙티-타바론社의 얼그레이 리저브,"6,500원",1
11,최가커피,봄시즌티,"6,500원",1
12,최가커피,초코,"6,500원",1
13,최가커피,생딸기주스,"6,500원",1
0,골든라이언,생딸기 밀크티,"6,500원",1
1,골든라이언,"테린느(초코,말차)","5,000원",1
2,골든라이언,로투스치즈케이크,"11,000원",1
3,골든라이언,"말렌카(호두,초코)","6,500원",1
4,골든라이언,흑당판나코타,"4,500원",1
5,골든라이언,HERB TEA,"6,000원",1
6,골든라이언,GREEN TEA,"6,000원",1
7,골든라이언,BLACK TEA,"6,000원",1
8,골든라이언,BLUE TEA,"7,000원",1
9,골든라이언,쿠앤크스무디,"6,500원",1
10,골든라이언,얼그레이초코스무디,"6,500원",1
11,골든라이언,오레오치즈케이크,"11,000원",1
0,안다미로 팬케이크,안다미로 팬케이크,"15,000원",1
1,안다미로 팬케이크,크렘브륄레 수플레 팬케이크,"14,000원",1
2,안다미로 팬케이크,딸기 수플레 팬케이크,"15,000원",1
3,안다미로 팬케이크,크로플,"9,000원",1
4,안다미로 팬케이크,브라운치즈 크로플,"11,000원",1
5,안다미로 팬케이크,바질토마토에이드,"6,000원",1
6,안다미로 팬케이크,안다미로 초코,"5,500원",1
7,안다미로 팬케이크,플레인 수플레 팬케이크,"11,000원",1
8,안다미로 팬케이크,크렘브륄레 크로플,"10,000원",1
9,안다미로 팬케이크,아메리카노,"4,500원",1
10,안다미로 팬케이크,카페라떼,"5,000원",1
11,안다미로 팬케이크,바닐라빈라떼,"5,500원",1
12,안다미로 팬케이크,아인슈페너,"6,000원",1
13,안다미로 팬케이크,레몬에이드,"5,500원",1
14,안다미로 팬케이크,자몽에이드,"5,500원",1
15,안다미로 팬케이크,말차라떼,"5,500원",1
16,안다미로 팬케이크,레몬티,"5,000원",1
17,안다미로 팬케이크,자몽티,"5,000원",1
0,도쿄빙수,애플망고빙수,"13,000원",1
1,도쿄빙수,방울방울 토마토 빙수,"11,900원",1
2,도쿄빙수,딸기마스카포네빙수(계절),"13,500원",1
3,도쿄빙수,부끄부끄 복숭아 빙수(계절),"13,000원",1
4,도쿄빙수,피스타치오 빙수(new),"13,900원",1
5,도쿄빙수,달걀촉촉 후렌치토스트,"7,700원",1
6,도쿄빙수,노릇노릇 구운 당고 3pcs,"7,300원",1
7,도쿄빙수,직접우린 밀크티빙수,"13,000원",1
8,도쿄빙수,앙큼상큼 자두빙수(계절),"13,000원",1
9,도쿄빙수,제주 녹차 생크림 빙수,"13,000원",1
10,도쿄빙수,핑크리치 자몽 요거트 빙수,"13,000원",1
11,도쿄빙수,너를만나 콩.팥.콩.팥 빙수,"13,000원",1
12,도쿄빙수,찹쌀 떡구이 3pcs,"7,700원",1
13,도쿄빙수,아메리카노,"3,500원",1
0,카페온더플랜,에스프레소 솔로솔로,"5,500원",1
1,카페온더플랜,레드베리 아이스티,"5,300원",1
2,카페온더플랜,아메리카노,"4,800원",1
0,흐릇,보늬밤빙수,"10,500원",1
1,흐릇,상주곶감크림치즈,"5,500원",1
2,흐릇,밤크림라떼,"6,500원",1
3,흐릇,수제밀크티,"6,500원",1
4,흐릇,소금크림커피,"6,500원",1
5,흐릇,흑임자라떼,"6,500원",1
6,흐릇,꼬숩미숫라떼,"6,500원",1
7,흐릇,흐릇빙수(1인용 눈꽃과일빙수),"8,500원",1
8,흐릇,흑임자빙수(1인용 꼬숩흑임자빙수),"9,500원",1
9,흐릇,그린티아일랜드,"6,500원",1
10,흐릇,보늬밤토스트,"6,000원",1
11,흐릇,흐릇더블치즈타르트케이크(계절과일),"6,900원",1
12,흐릇,과일토스트,"6,000원",1
13,흐릇,피넛초코바,"5,500원",1
14,흐릇,구움바나나토스트,"6,500원",1
15,흐릇,"디카페인 커피음료 1,000원추가","1,000원",1
16,흐릇,아메리카노,"4,000원",1
17,흐릇,바닐라라떼,"5,000원",1
18,흐릇,수제과일청에이드,"5,500원",1
19,흐릇,"홍차(마르코폴로,자스민민다린,웨딩임페리얼,볼레로,에로스)",,1
20,흐릇,스콘(고메버터/베이컨감자/바질),,1
0,커피볶는집 모카하마,에스프레소,"3,500원",1
1,커피볶는집 모카하마,아메리카노,"3,500원",1
2,커피볶는집 모카하마,카페라떼,"4,000원",1
3,커피볶는집 모카하마,카푸치노,"4,000원",1
4,커피볶는집 모카하마,카페모카,"4,000원",1
0,환원당,홀케이크,,1
1,환원당,마카롱,"2,700원",1
2,환원당,까눌레,"3,000원",1
3,환원당,왕 에그타르트,"3,800원",1
4,환원당,음료는 사진 메뉴판 참고해주세요,"4,500원",1
5,환원당,딸기 빅토리아 케이크,"8,000원",1
6,환원당,블루베리 빅토리아 케이크,"7,800원",1
7,환원당,딸기 생크림 쇼트,"7,800원",1
8,환원당,말차 바스크 치즈 케이크,"8,000원",1
9,환원당,바스크 치즈 케이크,"8,000원",1
10,환원당,당근 케이크,"6,500원",1
11,환원당,초코 가나슈 케이크,"6,500원",1
12,환원당,아이스크림 크로플,"7,000원",1
13,환원당,머랭쿠키,"3,800원",1
14,환원당,아이스크림 초코칩 브라우니,"6,800원",1
15,환원당,꼬끄 아이스박스,"7,500원",1
16,환원당,티라미수,"7,500원",1
17,환원당,아메리칸 르뱅쿠키,"4,500원",1
18,환원당,스콘,"4,500원",1
0,스위트레코드,레코드커피,"5,500원",1
1,스위트레코드,에그타르트,"3,200원",1
2,스위트레코드,소금빵,"3,000원",1
3,스위트레코드,휘낭시에,"2,600원",1
4,스위트레코드,무화과휘낭시에,"2,700원",1
5,스위트레코드,밤낭시에,"3,500원",1
6,스위트레코드,초코나무숲휘낭시에,"3,500원",1
7,스위트레코드,시나몬롤,"4,500원",1
8,스위트레코드,꾸덕브라우니,"4,300원",1
9,스위트레코드,버터프레첼,"3,000원",1
10,스위트레코드,아메리카노,"4,000원",1
11,스위트레코드,카페라떼,"4,500원",1
12,스위트레코드,말차라떼,"5,000원",1
13,스위트레코드,블루베리에이드,"5,500원",1
0,그리네,풀드포크 샌드위치,"6,400원",1
1,그리네,고메 잠봉&뵈르 샌드위치,"6,400원",1
2,그리네,크림치즈 카프레제 샌드위치,"6,400원",1
3,그리네,치킨브레스트 샌드위치,"6,400원",1
4,그리네,터키쉬 샌드위치,"6,400원",1
5,그리네,바질어니언 크림치즈,"2,500원",1
6,그리네,딸기 크림치즈,"2,500원",1
7,그리네,블루베리 크림치즈,"2,500원",1
8,그리네,요거트 크림치즈,"2,300원",1
9,그리네,홀스래디쉬 크림치즈,"2,300원",1
10,그리네,플레인 크림치즈,"2,000원",1
11,그리네,어니언베이글,"4,200원",1
12,그리네,블루베리 베이글,"4,200원",1
13,그리네,체다치즈 베이글,"4,000원",1
14,그리네,크런치 베이글,"4,000원",1
15,그리네,참깨 베이글,"3,600원",1
16,그리네,플레인베이글,"3,300원",1
17,그리네,케이크 4종,"6,300원",1
